KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-01-31,9.6522318780450E+01,D,1.7673750276711E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-02-28,9.6266825189011E+01,D,1.8997186979871E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-03-31,9.6026015795573E+01,D,2.0303329445005E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-04-29,9.5866967566227E+01,D,2.1046693358036E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-05-31,9.5979699443951E+01,D,2.0488673885804E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-06-30,9.5772056343799E+01,D,2.1658956062345E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-07-29,9.5460228719325E+01,D,2.3135163591736E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-08-31,9.5047827757411E+01,D,2.5394985499005E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-09-30,9.5336837503310E+01,D,2.3844290398804E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-10-31,9.5487493745225E+01,D,2.3055867997266E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-11-30,9.5190424069510E+01,D,2.4645418377591E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1955-12-30,9.4870986694642E+01,D,2.6254197375463E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-01-31,9.5174055584341E+01,D,2.4697571135014E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-02-29,9.5220438699313E+01,D,2.4487787507088E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-03-29,9.4716124227250E+01,D,2.7068806465059E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-04-30,9.3892497164675E+01,D,3.1509852682936E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-05-31,9.4390208387340E+01,D,2.8945726104773E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-06-29,9.4510933366715E+01,D,2.8188715990481E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-07-31,9.3977722338424E+01,D,3.1056214102961E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-08-31,9.3840580758706E+01,D,3.1873723102534E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-09-28,9.3739204648372E+01,D,3.2238515143224E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-10-31,9.3775683799317E+01,D,3.2132299065928E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-11-30,9.3266227612956E+01,D,3.4951819931653E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1956-12-31,9.3099653313581E+01,D,3.5749862759436E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-01-31,9.3621072204415E+01,D,3.3002557682986E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-02-28,9.3491003916580E+01,D,3.3698647061906E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-03-29,9.3737125672190E+01,D,3.2249574117781E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-04-30,9.3732661089275E+01,D,3.2361743311851E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-05-31,9.3460228872518E+01,D,3.3910005545233E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-06-27,9.3188658987793E+01,D,3.5127718289047E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-07-31,9.2943558922783E+01,D,3.6588885186263E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-08-30,9.2937128017361E+01,D,3.6573381721208E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-09-30,9.2533474739008E+01,D,3.8799858932705E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-10-31,9.2372300046989E+01,D,3.9725936721818E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-11-29,9.4109757405737E+01,D,3.0312702284143E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1957-12-31,9.5035896687177E+01,D,2.5457752946798E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-01-31,9.5634533994683E+01,D,2.2379412904390E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-02-28,9.6255847484838E+01,D,1.9054129295730E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-03-31,9.6192379384999E+01,D,1.9383471268283E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-04-30,9.6739582592700E+01,D,1.6573766667934E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-05-29,9.7072647768605E+01,D,1.4794471914959E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-06-30,9.6717746564420E+01,D,1.6663812158319E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-07-31,9.6315881593372E+01,D,1.8794226943839E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-08-29,9.3519503517473E+01,D,3.3362981251308E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-09-30,9.3425253127207E+01,D,3.3957733256377E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-10-31,9.3673732385788E+01,D,3.2631486149319E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-11-28,9.3784314357076E+01,D,3.1954962915260E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1958-12-31,9.3949572567617E+01,D,3.1206004855984E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-01-30,9.3453324153942E+01,D,3.3761544028341E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-02-27,9.3397735132908E+01,D,3.4058235637127E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-03-31,9.2863090347238E+01,D,3.7021962155749E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-04-30,9.2497884808586E+01,D,3.9045691549545E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-05-29,9.2338962073087E+01,D,3.9688900214448E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-06-30,9.1774006822766E+01,D,4.2861824561993E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-07-31,9.2108185842889E+01,D,4.1046954778244E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-08-31,9.1446579431025E+01,D,4.4646448388138E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-09-30,9.0927438306547E+01,D,4.7554189397753E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-10-30,9.1886401386457E+01,D,4.2192973508938E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-11-30,9.0898627138007E+01,D,4.7647373716866E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1959-12-31,9.0640156925320E+01,D,4.9203821438333E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-01-29,9.1106689650719E+01,D,4.6378878873215E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-02-29,9.1555076913737E+01,D,4.4114730656224E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-03-31,9.2767883108934E+01,D,3.7586334742208E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-04-29,9.2211738019466E+01,D,4.0485916517481E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-05-31,9.1997412082838E+01,D,4.1704869434535E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-06-30,9.2877724276269E+01,D,3.6993851809892E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-07-29,9.3976620729132E+01,D,3.0977206810776E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-08-31,9.4243898293177E+01,D,2.9642050675307E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-09-30,9.4738880693222E+01,D,2.7097091343385E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-10-31,9.4057773337698E+01,D,3.0630491268967E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-11-30,9.3820656692784E+01,D,3.1892566807770E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1960-12-30,9.4583455485727E+01,D,2.7805717247132E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-01-31,9.3924826869334E+01,D,3.1337718908030E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-02-28,9.3983883893195E+01,D,3.1023433180850E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-03-30,9.4353639234228E+01,D,2.9100034676206E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-04-28,9.4061700973825E+01,D,3.0525980741550E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-05-31,9.3780917940103E+01,D,3.2104392072848E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-06-30,9.3710153444268E+01,D,3.2571057926007E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-07-31,9.3885759735185E+01,D,3.1545732393420E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-08-31,9.3709532099398E+01,D,3.2529697169957E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-09-29,9.3980739847550E+01,D,3.0997697464845E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-10-31,9.3864437348978E+01,D,3.1659300243840E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-11-30,9.3611713530546E+01,D,3.3052610410238E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1961-12-29,9.3437709901801E+01,D,3.3844863117058E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-01-31,9.3244850122401E+01,D,3.4970677779321E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-02-28,9.3713530289115E+01,D,3.2463803535562E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-03-30,9.3887447205595E+01,D,3.1450580403444E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-04-30,9.3651188362094E+01,D,3.2751668684561E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-05-31,9.3880135379917E+01,D,3.1662434274548E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-06-29,9.3450854726374E+01,D,3.3774720194703E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-07-31,9.3351110516969E+01,D,3.4354149519196E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-08-31,9.3859165243740E+01,D,3.1644036741492E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-09-28,9.4010496307746E+01,D,3.0755481673211E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-10-31,9.4007110415973E+01,D,3.0899881927871E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-11-30,9.3796115110965E+01,D,3.1979566247053E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1962-12-31,9.3784244961701E+01,D,3.2042760022105E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-01-31,9.4065229512874E+01,D,3.0632819435800E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-02-28,9.3981012043974E+01,D,3.1081288910221E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-03-29,9.3834500188860E+01,D,3.1688569404105E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-04-30,9.3647113245270E+01,D,3.2773396282123E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-05-31,9.3666211528420E+01,D,3.2806213721503E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-06-28,9.3627993438958E+01,D,3.2785651001632E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-07-31,9.3017387502454E+01,D,3.6191873959076E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-08-30,9.2941763549381E+01,D,3.6498548511698E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-09-30,9.2923697877628E+01,D,3.6645541991917E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-10-31,9.2760220269251E+01,D,3.7627694250452E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-11-29,9.2657942093872E+01,D,3.8023584412307E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1963-12-31,9.2472309032965E+01,D,3.9076944098009E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-01-31,9.2499533751202E+01,D,3.8929962400769E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-02-28,9.2336436758903E+01,D,3.9811143264463E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-03-31,9.2170758020182E+01,D,4.0763631931671E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-04-30,9.2362071605583E+01,D,3.9781381044931E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-05-28,9.2433105008067E+01,D,3.9181476983215E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-06-30,9.2721474983296E+01,D,3.7785039576420E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-07-31,9.2952817574709E+01,D,3.6639463454947E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-08-31,9.2804481492959E+01,D,3.7337627705982E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-09-30,9.2686819984102E+01,D,3.7971951384241E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-10-30,9.2557356171118E+01,D,3.8617932291829E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-11-30,9.2260351249794E+01,D,4.0277850346264E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1964-12-31,9.2444754774473E+01,D,3.9333364075243E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-01-29,9.2425547315950E+01,D,3.9275775774283E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-02-26,9.2228135607122E+01,D,4.0341946830440E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-03-31,9.2262734697643E+01,D,4.0264933545977E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-04-30,9.2286271637021E+01,D,4.0247665293254E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-05-28,9.2225011573316E+01,D,4.0303777217292E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-06-30,9.2437734166601E+01,D,3.9317456138905E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-07-30,9.2302478908086E+01,D,3.9994806590288E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-08-31,9.2151635685267E+01,D,4.0867375891364E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-09-30,9.1869370871821E+01,D,4.2459413422660E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-10-29,9.1819922581073E+01,D,4.2553860234576E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-11-30,9.1776532781275E+01,D,4.2906777616273E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1965-12-31,9.0855779084955E+01,D,4.8080119427949E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-01-31,9.0803561088104E+01,D,4.8235841058953E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-02-28,9.0652732954272E+01,D,4.8999927362900E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-03-31,9.0993272237559E+01,D,4.7257042465932E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-04-29,9.0763610524049E+01,D,4.8323480956270E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-05-31,9.0464318143072E+01,D,5.0038797690535E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-06-30,9.0354378963156E+01,D,5.0784920072065E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-07-29,9.0101544682629E+01,D,5.1903139007278E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-08-31,8.8975433471579E+01,D,5.8404941384017E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-09-30,8.9765034874666E+01,D,5.3913472659468E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-10-31,8.9957578727616E+01,D,5.2843598783687E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-11-30,8.9845496870211E+01,D,5.3539346160214E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1966-12-30,9.0841180671559E+01,D,4.7897510841685E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-01-31,9.1394025199782E+01,D,4.4933487141542E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-02-28,9.1136556968500E+01,D,4.6342106923295E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-03-31,9.2099947788556E+01,D,4.1260950340507E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-04-28,9.1659534203060E+01,D,4.3366377089102E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-05-31,9.1731342778838E+01,D,4.3212228894389E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-06-30,9.0614682592304E+01,D,4.9209553069989E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-07-31,9.0707406819795E+01,D,4.8698874032491E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-08-31,9.0228585494973E+01,D,5.1482472274902E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-09-29,9.0114953341244E+01,D,5.1899845505478E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-10-31,8.9463728531700E+01,D,5.5592301647566E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-11-30,8.9476786580720E+01,D,5.5671743698262E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1967-12-29,8.9181756996164E+01,D,5.7012545466314E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-01-31,8.9918952671874E+01,D,5.3130723621450E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-02-29,8.9834377855600E+01,D,5.3674755538459E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-03-29,8.9549474314120E+01,D,5.5038674293474E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-04-30,8.9369212027368E+01,D,5.6196973801961E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-05-31,8.9102989061801E+01,D,5.7847140280002E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-06-28,8.9505699017411E+01,D,5.5282485701668E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-07-31,8.9905553116231E+01,D,5.3205238246751E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-08-30,9.0235346133777E+01,D,5.1304206245897E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-09-30,8.9881650212578E+01,D,5.3338189331981E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-10-31,8.9632884480734E+01,D,5.4799026638383E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-11-29,8.9463522924204E+01,D,5.5593449187845E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1968-12-31,8.8171437699201E+01,D,6.2943555515694E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-01-31,8.8475963290190E+01,D,6.1387824592688E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-02-28,8.8199501988101E+01,D,6.2956922199446E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-03-28,8.8655871972708E+01,D,5.9957559047636E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-04-30,8.8563076887032E+01,D,6.0727577330542E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-05-29,8.7886602566667E+01,D,6.4649966382591E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-06-30,8.6916902322067E+01,D,7.0108834749612E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-07-31,8.6507379833106E+01,D,7.2569640256832E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-08-29,8.6407292521648E+01,D,7.2849468885011E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-09-30,8.5533361633741E+01,D,7.8131845802401E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-10-31,8.6583333739782E+01,D,7.2229311716002E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-11-28,8.6107356752054E+01,D,7.4583330806524E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1969-12-31,8.5023089831294E+01,D,8.1123660656285E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-01-30,8.5221270171175E+01,D,7.9850183122886E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-02-27,8.6869780133760E+01,D,7.0187690938127E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-03-31,8.7098465650675E+01,D,6.9065459117861E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-04-30,8.5958918280920E+01,D,7.5754121845289E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-05-29,8.5608008197986E+01,D,7.7377687541802E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-06-30,8.6141167909122E+01,D,7.4489334122940E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-07-31,8.6603393192167E+01,D,7.1817214873979E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-08-31,8.6905196190034E+01,D,7.0080180179838E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-09-30,8.7720227493671E+01,D,6.5508834517331E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-10-30,8.7767674894843E+01,D,6.5060214660349E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-11-30,8.9910986557676E+01,D,5.3102278967527E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1970-12-31,8.9778108432776E+01,D,5.3988467646800E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-01-29,9.1097178236652E+01,D,4.6430867265765E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-02-26,9.1764619733884E+01,D,4.2795811812320E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-03-31,9.2045895896364E+01,D,4.1441432446900E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-04-30,9.0084112826756E+01,D,5.2141755660840E+00
